Id_Producto;Cliente;Punto_de_Venta;Familia;Subfamilia;Formato;Precio;Margen;Cliente_Objetivo;Color;Material;Peso;Tamaño;Marca;País_Origen;Ventas_Base;Facturación_Total;Canal_de_Ventas;Numero_Puntos_de_Venta;Región;Segmento;Antigüedad;Población_500m;Población_2km;Puntos_de_Venta_Cercanos;Aparcamiento;Accesibilidad;Horas_Operación;Tipo_Zona;Historico 2023-01;Historico 2023-02;Historico 2023-03;Historico 2023-04;Historico 2023-05;Historico 2023-06;Historico 2023-07;Historico 2023-08;Historico 2023-09;Historico 2023-10;Historico 2023-11;Historico 2023-12;Historico 2024-1;Historico 2024-12;Historico 2024-3
P13;C23;14;Familia_22;Subfamilia_6;Mediano;442.69;0.23;Adultos;Verde;Metal;1.298.974.816.720.200;Grande;MarcaA;España;244;529780.28;Mixto;15;Norte;Baja;8;3774;15951;4;Sí;Alta;ago-19;Comercial;;;;;;453.0;609.0;699.0;411.0;465.0;432;698;572;551;
P29;C24;10;Familia_5;Subfamilia_5;Mediano;833.51;0.22;Niños;Negro;Madera;5.590.950.178.960.350;Grande;MarcaC;China;516;695683.49;Online;15;Oeste;Alta;6;3616;9317;15;No;Media;oct-22;Residencial;;;;;;1039.0;1076.0;860.0;1012.0;1163.0;1078;941;1050;963;
P5;C25;12;Familia_17;Subfamilia_5;Pequeño;783.49;0.08;Adolescentes;Verde;Madera;2.892.473.393.442.810;Pequeño;MarcaB;Alemania;321;347505.5;Online;15;Sur;Baja;5;8362;20023;8;Sí;Baja;sep-20;Comercial;;;;;;202274.0;149458.0;177250.0;215147.0;170500.0;203116;105727;119020;212779;
P51;C16;2;Familia_22;Subfamilia_0;Grande;407.61;0.22;Niños;Verde;Metal;63.052.775.919.915.400;Mediano;MarcaA;USA;453;939772.97;Mixto;15;Este;Alta;7;3675;29154;20;No;Media;sep-20;Residencial;;;;;;883.0;1123.0;1084.0;835.0;783.0;732;984;1080;871;
P52;C3;0;Familia_16;Subfamilia_3;Mediano;532.01;0.2;Adolescentes;Blanco;Plástico;432.979.876.069.808;Grande;MarcaC;USA;272;326029.1;Físico;15;Sur;Media;1;1480;25019;1;Sí;Alta;ago-22;Residencial;;;;;;7482.0;4246.0;6994.0;4365.0;4319.0;4910;4772;4392;4740;
P53;C0;12;Familia_7;Subfamilia_4;Grande;357.25;0.12;Adultos;Azul;Madera;0.6412789856525488;Grande;MarcaC;USA;420;878396.09;Mixto;15;Oeste;Alta;5;7113;33629;2;Sí;Baja;ago-21;Residencial;;;;;;1446.0;1762.0;1185.0;1273.0;1509.0;1248;1197;1448;1845;
P54;C15;8;Familia_24;Subfamilia_4;Grande;91.37;0.06;Adolescentes;Negro;Vidrio;890.044.730.279.321;Grande;MarcaB;China;783;477368.76;Mixto;15;Oeste;Alta;5;8873;41459;15;No;Media;ago-18;Industrial;;;;;;7982.0;4723.0;6738.0;4826.0;5565.0;7939;8069;8012;7972;
P55;C20;11;Familia_19;Subfamilia_2;Mediano;438.44;0.13;Adolescentes;Rojo;Plástico;0.512466155894475;Mediano;MarcaA;USA;850;294260.81;Online;15;Este;Baja;9;4901;24287;11;No;Baja;ago-20;Industrial;;;;;;76795.0;66862.0;98579.0;82417.0;85115.0;67514;59174;48225;63419;
P56;C11;8;Familia_12;Subfamilia_4;Mediano;575.14;0.12;Niños;Rojo;Metal;4.943.612.465.035.950;Grande;MarcaC;España;764;385158.14;Mixto;15;Oeste;Alta;8;1241;30312;16;Sí;Alta;oct-19;Comercial;;;;;;1628.0;1179.0;1525.0;1453.0;1459.0;1518;1307;1175;1278;
P57;C7;12;Familia_22;Subfamilia_0;Grande;766.46;0.11;Adultos;Azul;Plástico;5.590.950.178.960.350;Pequeño;MarcaD;Alemania;738;693729.98;Mixto;15;Este;Alta;7;5827;35170;6;Sí;Alta;ago-20;Industrial;;;;;;1088.0;1175.0;1413.0;1095.0;1236.0;1088;1444;1117;1537;
P58;C21;6;Familia_11;Subfamilia_2;Pequeño;136.24;0.11;Adultos;Negro;Metal;5.227.262.291.755.480;Mediano;MarcaB;Alemania;570;591765.43;Online;15;Este;Baja;9;7890;29873;11;Sí;Alta;sep-20;Residencial;;;;;;10075.0;7932.0;8012.0;8571.0;10009.0;12645;9751;10397;8255;
P59;C22;12;Familia_21;Subfamilia_4;Pequeño;557.24;0.25;Niños;Azul;Plástico;7.354.114.476.561.300;Grande;MarcaD;Alemania;755;930159.46;Mixto;15;Norte;Alta;6;9132;43482;7;No;Baja;ago-20;Industrial;;;;;;113897.0;106536.0;173532.0;117506.0;129625.0;115917;253945;160883;258872;
P60;C11;1;Familia_18;Subfamilia_1;Mediano;983.48;0.26;Adolescentes;Blanco;Vidrio;5.590.950.178.960.350;Mediano;MarcaC;USA;209;385158.14;Mixto;15;Oeste;Alta;8;2333;27654;16;Sí;Baja;sep-20;Residencial;;;;;;140242.0;113671.0;84217.0;124305.0;112372.0;134018;102374;116608;111182;
P61;C7;4;Familia_12;Subfamilia_3;Mediano;150.53;0.16;Niños;Rojo;Metal;4.943.612.465.035.950;Grande;MarcaA;España;314;693729.98;Mixto;15;Este;Alta;7;4918;40064;19;No;Media;sep-21;Comercial;;;;;;2239.0;1087.0;2174.0;2281.0;2485.0;1534;1899;1192;2023;
P62;C1;11;Familia_10;Subfamilia_1;Grande;548.69;0.25;Niños;Negro;Madera;7.704.231.705.525.990;Pequeño;MarcaC;Alemania;452;353899.08;Online;15;Norte;Media;10;2330;48954;19;Sí;Baja;ago-18;Residencial;;;;;;4322.0;5045.0;5724.0;6208.0;4898.0;4790;4007;4487;2960;
P63;C23;13;Familia_19;Subfamilia_1;Mediano;69.97;0.26;Niños;Rojo;Madera;4.925.475.817.925.060;Pequeño;MarcaD;China;644;529780.28;Mixto;15;Norte;Baja;8;3223;37264;14;No;Baja;oct-20;Comercial;;;;;;23903.0;33935.0;30491.0;21400.0;30471.0;18865;19634;22118;17094;
P64;C15;0;Familia_3;Subfamilia_4;Mediano;915.63;0.21;Adolescentes;Negro;Vidrio;862.454.173.298.195;Mediano;MarcaC;España;790;477368.76;Mixto;15;Oeste;Alta;5;9459;38789;5;No;Media;sep-21;Comercial;;;;;;161076.0;106202.0;156521.0;108466.0;135225.0;97147;211732;160664;76804;
P65;C11;13;Familia_12;Subfamilia_1;Mediano;340.25;0.12;Adolescentes;Blanco;Vidrio;4.925.475.817.925.060;Pequeño;MarcaD;China;101;385158.14;Mixto;15;Oeste;Alta;8;1657;37486;11;Sí;Baja;sep-20;Comercial;;;;;;607.0;364.0;700.0;530.0;753.0;698;617;407;442;
P66;C3;11;Familia_10;Subfamilia_0;Mediano;417.53;0.12;Adultos;Verde;Madera;432.979.876.069.808;Mediano;MarcaD;China;635;326029.1;Físico;15;Sur;Media;1;6027;48461;1;No;Baja;sep-22;Industrial;;;;;;3376.0;3898.0;5535.0;3668.0;3811.0;3800;4779;3782;3736;
P67;C7;5;Familia_21;Subfamilia_5;Grande;24.69;0.25;Adolescentes;Rojo;Plástico;9.701.073.315.900.780;Mediano;MarcaA;España;264;693729.98;Mixto;15;Este;Alta;7;1245;34563;8;No;Alta;sep-20;Comercial;;;;;;741.0;1051.0;1237.0;858.0;923.0;769;995;956;1030;
P68;C20;9;Familia_20;Subfamilia_7;Mediano;365.26;0.29;Adultos;Azul;Madera;7.704.231.705.525.990;Pequeño;MarcaD;España;790;294260.81;Online;15;Este;Baja;9;3674;33768;7;Sí;Alta;ago-18;Residencial;;;;;;158481.0;181024.0;178577.0;125754.0;114949.0;203021;146549;123081;112898;
P69;C12;1;Familia_10;Subfamilia_4;Pequeño;576.91;0.2;Adolescentes;Rojo;Metal;4.174.870.827.430.390;Pequeño;MarcaC;España;180;930519.32;Online;15;Oeste;Baja;8;5215;39759;10;Sí;Baja;sep-18;Industrial;;;;;;16439.0;24009.0;26591.0;24214.0;18273.0;20213;26395;23653;11543;
P50;C0;10;Familia_4;Subfamilia_5;Mediano;726.08;0.21;Niños;Rojo;Metal;2.892.473.393.442.810;Grande;MarcaA;USA;972;878396.09;Mixto;15;Oeste;Alta;5;2504;35768;17;Sí;Baja;oct-20;Residencial;;;;;;189399.0;401090.0;336102.0;198663.0;188775.0;265878;179643;216782;285594;
P39;C1;12;Familia_20;Subfamilia_1;Grande;672.94;0.25;Adultos;Negro;Metal;4.174.870.827.430.390;Pequeño;MarcaD;España;526;353899.08;Online;15;Norte;Media;10;1786;47376;3;Sí;Media;oct-20;Comercial;;;;;;114891.0;160717.0;165756.0;167609.0;116778.0;179129;135069;169326;78599;
P39;C2;12;Familia_20;Subfamilia_1;Grande;672.94;0.25;Adultos;Negro;Metal;4.174.870.827.430.390;Pequeño;MarcaD;España;526;890575.28;Físico;15;Norte;Alta;9;8778;31591;17;Sí;Alta;oct-20;Comercial;;;;;;1295516.0;2185046.0;2237290.0;1775089.0;1668395.0;1358102;1707831;1732940;1350052;
P59;C3;12;Familia_21;Subfamilia_4;Pequeño;557.24;0.25;Niños;Azul;Plástico;7.354.114.476.561.300;Grande;MarcaD;Alemania;755;326029.1;Físico;15;Sur;Media;1;6485;45924;7;Sí;Media;oct-21;Residencial;;;;;;42108.0;40130.0;49318.0;40546.0;33609.0;35731;54873;30942;69150;
P21;C4;10;Familia_6;Subfamilia_5;Mediano;704.91;0.16;Adultos;Azul;Metal;8.060.059.107.230.020;Mediano;MarcaD;USA;182;542176.08;Online;15;Norte;Media;2;6262;38469;1;No;Alta;oct-21;Residencial;;;;;;77113.0;92541.0;39150.0;69765.0;90252.0;55150;65095;72754;65474;
P19;C5;13;Familia_19;Subfamilia_5;Pequeño;14.56;0.22;Adolescentes;Blanco;Madera;862.454.173.298.195;Grande;MarcaA;España;610;288048.96;Online;15;Norte;Media;9;1180;43425;1;No;Media;oct-21;Industrial;;;;;;2079.0;1625.0;1745.0;1567.0;2012.0;1362;1347;1231;1544;
P61;C6;10;Familia_12;Subfamilia_3;Mediano;150.53;0.16;Niños;Rojo;Metal;4.943.612.465.035.950;Grande;MarcaA;España;314;474948.23;Físico;15;Oeste;Media;1;9933;11720;7;No;Baja;oct-20;Comercial;;;;;;2094.0;2208.0;2524.0;3069.0;3018.0;2308;2971;1539;2110;
P52;C7;14;Familia_16;Subfamilia_3;Mediano;532.01;0.2;Adolescentes;Blanco;Plástico;432.979.876.069.808;Grande;MarcaC;USA;272;693729.98;Mixto;15;Este;Alta;7;7231;27037;4;Sí;Media;sep-18;Comercial;;;;;;62611.0;31761.0;59108.0;58314.0;35669.0;34766;37863;58228;58770;
P66;C8;11;Familia_10;Subfamilia_0;Mediano;417.53;0.12;Adultos;Verde;Madera;432.979.876.069.808;Mediano;MarcaD;China;635;617307.73;Físico;15;Este;Media;4;3695;13344;18;No;Baja;ago-18;Industrial;;;;;;4556.0;4064.0;6510.0;4234.0;4379.0;5141;6722;4590;3869;
P60;C9;11;Familia_18;Subfamilia_1;Mediano;983.48;0.26;Adolescentes;Blanco;Vidrio;5.590.950.178.960.350;Mediano;MarcaC;USA;209;294386.96;Mixto;15;Este;Baja;9;5946;46862;15;No;Alta;oct-21;Comercial;;;;;;206033.0;187807.0;131292.0;242104.0;324118.0;252355;271781;184541;241578;
P35;C10;10;Familia_13;Subfamilia_6;Grande;940.15;0.25;Adolescentes;Negro;Plástico;0.6412789856525488;Mediano;MarcaB;USA;610;797152.75;Físico;15;Este;Baja;3;5769;35165;11;Sí;Media;oct-21;Residencial;;;;;;1970.0;1560.0;2132.0;1853.0;1909.0;1640;2007;2031;1834;
P14;C11;11;Familia_11;Subfamilia_2;Mediano;454.75;0.18;Adultos;Blanco;Madera;890.044.730.279.321;Mediano;MarcaB;España;960;385158.14;Mixto;15;Oeste;Alta;8;4591;33582;19;No;Alta;ago-18;Industrial;;;;;;18620.0;27010.0;22656.0;22019.0;28591.0;22091;17697;22977;21221;
P46;C12;12;Familia_19;Subfamilia_6;Pequeño;536.43;0.22;Adolescentes;Blanco;Vidrio;8.060.059.107.230.020;Grande;MarcaD;China;323;930519.32;Online;15;Oeste;Baja;8;4085;48971;19;Sí;Media;sep-19;Industrial;;;;;;528385.0;486969.0;628334.0;419629.0;471871.0;286054;306682;260902;236402;
P26;C13;13;Familia_3;Subfamilia_0;Grande;16.29;0.1;Adultos;Blanco;Vidrio;0.6412789856525488;Pequeño;MarcaB;China;902;390492.15;Mixto;15;Norte;Alta;8;3130;10173;3;No;Alta;ago-18;Residencial;;;;;;1171.0;1080.0;1233.0;1061.0;1180.0;1230;1396;1279;1071;
P5;C14;11;Familia_17;Subfamilia_5;Pequeño;783.49;0.08;Adolescentes;Verde;Madera;2.892.473.393.442.810;Pequeño;MarcaB;Alemania;321;609496.46;Mixto;15;Este;Baja;2;7813;48397;5;No;Media;ago-18;Residencial;;;;;;249544.0;222720.0;253455.0;254542.0;232819.0;188640;170706;263274;382087;
P1;C15;10;Familia_6;Subfamilia_6;Mediano;350.02;0.28;Niños;Negro;Plástico;2.892.473.393.442.810;Mediano;MarcaC;Alemania;479;477368.76;Mixto;15;Oeste;Alta;5;7957;5213;17;No;Media;ago-19;Comercial;;;;;;85648.0;81151.0;62977.0;61726.0;92331.0;74634;62473;59253;40532;
P34;C16;12;Familia_21;Subfamilia_4;Grande;290.62;0.16;Adultos;Blanco;Plástico;4.174.870.827.430.390;Grande;MarcaA;España;480;939772.97;Mixto;15;Este;Alta;7;6467;26252;3;No;Media;oct-20;Industrial;;;;;;38367.0;33018.0;47138.0;29468.0;37856.0;27035;48569;38169;46847;
P45;C17;11;Familia_17;Subfamilia_5;Pequeño;554.71;0.16;Niños;Negro;Metal;75.745.191.671.028.900;Pequeño;MarcaD;España;544;920912.43;Mixto;15;Norte;Alta;5;7009;11433;9;No;Baja;ago-20;Industrial;;;;;;578839.0;333370.0;680451.0;707414.0;376561.0;408557;346490;398909;556909;
P21;C18;11;Familia_6;Subfamilia_5;Mediano;704.91;0.16;Adultos;Azul;Metal;8.060.059.107.230.020;Mediano;MarcaD;USA;182;141001.18;Mixto;15;Sur;Baja;2;6997;19172;5;No;Baja;ago-19;Industrial;;;;;;26331.0;26912.0;18258.0;26366.0;19251.0;21391;13107;14640;21780;
P13;C20;11;Familia_22;Subfamilia_6;Mediano;442.69;0.23;Adultos;Verde;Metal;1.298.974.816.720.200;Grande;MarcaA;España;244;294260.81;Online;15;Este;Baja;9;4901;24287;11;No;Baja;ago-20;Industrial;;;;;;445.0;494.0;453.0;434.0;504.0;415;563;479;561;
P0;C21;11;Familia_7;Subfamilia_4;Grande;212.54;0.08;Adolescentes;Negro;Madera;890.044.730.279.321;Grande;MarcaA;China;492;591765.43;Online;15;Este;Baja;9;8189;41482;11;Sí;Alta;oct-19;Comercial;;;;;;872.0;909.0;790.0;700.0;777.0;892;729;780;825;
P13;C22;2;Familia_22;Subfamilia_6;Mediano;442.69;0.23;Adultos;Verde;Metal;1.298.974.816.720.200;Grande;MarcaA;España;244;930159.46;Mixto;15;Norte;Alta;6;8003;42641;12;Sí;Media;sep-21;Residencial;;;;;;892.0;1323.0;1813.0;1062.0;1384.0;929;1536;1752;1785;
P39;C23;11;Familia_20;Subfamilia_1;Grande;672.94;0.25;Adultos;Negro;Metal;4.174.870.827.430.390;Pequeño;MarcaD;España;526;529780.28;Mixto;15;Norte;Baja;8;5160;30972;9;No;Baja;ago-20;Industrial;;;;;;654858.0;712683.0;654881.0;658747.0;418861.0;576551;603875;526915;442171;
P26;C24;2;Familia_3;Subfamilia_0;Grande;16.29;0.1;Adultos;Blanco;Vidrio;0.6412789856525488;Pequeño;MarcaB;China;902;695683.49;Online;15;Oeste;Alta;6;6150;39835;13;Sí;Media;ago-19;Comercial;;;;;;1753.0;1916.0;2098.0;1705.0;1936.0;2178;2663;1759;1580;
P2;C25;3;Familia_17;Subfamilia_1;Grande;791.98;0.07;Niños;Negro;Plástico;63.052.775.919.915.400;Mediano;MarcaD;España;814;347505.5;Online;15;Sur;Baja;5;8593;36312;8;Sí;Baja;oct-22;Comercial;;;;;;177353.0;93477.0;131528.0;159233.0;178269.0;124574;132663;100326;213797;
P51;C14;1;Familia_22;Subfamilia_0;Grande;407.61;0.22;Niños;Verde;Metal;63.052.775.919.915.400;Mediano;MarcaA;USA;453;609496.46;Mixto;15;Este;Baja;2;9094;39772;10;Sí;Baja;sep-20;Residencial;;;;;;899.0;1366.0;1219.0;961.0;1358.0;940;1532;1447;1475;
P52;C20;8;Familia_16;Subfamilia_3;Mediano;532.01;0.2;Adolescentes;Blanco;Plástico;432.979.876.069.808;Grande;MarcaC;USA;272;294260.81;Online;15;Este;Baja;9;6864;39283;10;No;Media;sep-20;Comercial;;;;;;18984.0;10832.0;22618.0;16324.0;13183.0;16045;16907;23269;23365;
P53;C21;11;Familia_7;Subfamilia_4;Grande;357.25;0.12;Adultos;Azul;Madera;0.6412789856525488;Grande;MarcaC;USA;420;591765.43;Online;15;Este;Baja;9;8189;41482;11;Sí;Alta;oct-19;Comercial;;;;;;1099.0;1356.0;914.0;942.0;1090.0;1450;1256;1182;1540;
P54;C26;1;Familia_24;Subfamilia_4;Grande;91.37;0.06;Adolescentes;Negro;Vidrio;890.044.730.279.321;Grande;MarcaB;China;783;501471.08;Online;15;Este;Alta;2;8157;20287;9;No;Baja;sep-20;Comercial;;;;;;6949.0;7006.0;6649.0;5227.0;4893.0;7817;8724;6246;5884;
P55;C5;2;Familia_19;Subfamilia_2;Mediano;438.44;0.13;Adolescentes;Rojo;Plástico;0.512466155894475;Mediano;MarcaA;USA;850;288048.96;Online;15;Norte;Media;9;8092;34190;5;No;Media;ago-22;Industrial;;;;;;127762.0;120452.0;112030.0;137413.0;180669.0;133153;103840;107129;74837;
P56;C10;1;Familia_12;Subfamilia_4;Mediano;575.14;0.12;Niños;Rojo;Metal;4.943.612.465.035.950;Grande;MarcaC;España;764;797152.75;Físico;15;Este;Baja;3;9717;36412;16;Sí;Baja;oct-20;Residencial;;;;;;9091.0;8922.0;11458.0;12158.0;13343.0;9413;14264;10849;12511;
P57;C26;8;Familia_22;Subfamilia_0;Grande;766.46;0.11;Adultos;Azul;Plástico;5.590.950.178.960.350;Pequeño;MarcaD;Alemania;738;501471.08;Online;15;Este;Alta;2;3113;48840;9;Sí;Baja;oct-18;Industrial;;;;;;921.0;998.0;1018.0;895.0;911.0;891;1012;966;1016;
P58;C2;9;Familia_11;Subfamilia_2;Pequeño;136.24;0.11;Adultos;Negro;Metal;5.227.262.291.755.480;Mediano;MarcaB;Alemania;570;890575.28;Físico;15;Norte;Alta;9;5745;10467;14;No;Alta;ago-20;Comercial;;;;;;9979.0;12088.0;13187.0;8831.0;9593.0;12295;10550;12936;15181;
P59;C6;12;Familia_21;Subfamilia_4;Pequeño;557.24;0.25;Niños;Azul;Plástico;7.354.114.476.561.300;Grande;MarcaD;Alemania;755;474948.23;Físico;15;Oeste;Media;1;7523;38045;18;No;Alta;ago-22;Industrial;;;;;;53565.0;59814.0;84110.0;40301.0;47078.0;56726;64930;46368;117535;
P60;C2;5;Familia_18;Subfamilia_1;Mediano;983.48;0.26;Adolescentes;Blanco;Vidrio;5.590.950.178.960.350;Mediano;MarcaC;USA;209;890575.28;Físico;15;Norte;Alta;9;9823;40235;9;Sí;Alta;ago-18;Industrial;;;;;;907127.0;1037655.0;867408.0;1739726.0;1705482.0;921538;1122571;734889;1365491;
P61;C23;3;Familia_12;Subfamilia_3;Mediano;150.53;0.16;Niños;Rojo;Metal;4.943.612.465.035.950;Grande;MarcaA;España;314;529780.28;Mixto;15;Norte;Baja;8;2218;49491;6;No;Media;oct-19;Comercial;;;;;;991.0;577.0;762.0;939.0;928.0;844;788;807;820;
P62;C20;7;Familia_10;Subfamilia_1;Grande;548.69;0.25;Niños;Negro;Madera;7.704.231.705.525.990;Pequeño;MarcaC;Alemania;452;294260.81;Online;15;Este;Baja;9;9389;18724;20;No;Baja;oct-21;Comercial;;;;;;9270.0;9906.0;13281.0;15379.0;19028.0;11632;20009;18232;9715;
P63;C3;3;Familia_19;Subfamilia_1;Mediano;69.97;0.26;Niños;Rojo;Madera;4.925.475.817.925.060;Pequeño;MarcaD;China;644;326029.1;Físico;15;Sur;Media;1;1430;31626;16;Sí;Media;sep-21;Comercial;;;;;;8249.0;10547.0;12307.0;8179.0;9935.0;9789;5655;7277;8061;
P64;C13;14;Familia_3;Subfamilia_4;Mediano;915.63;0.21;Adolescentes;Negro;Vidrio;862.454.173.298.195;Mediano;MarcaC;España;790;390492.15;Mixto;15;Norte;Alta;8;5047;6560;19;No;Media;ago-20;Comercial;;;;;;51267.0;44227.0;46938.0;51758.0;70658.0;62224;88464;54363;36737;
P65;C3;0;Familia_12;Subfamilia_1;Mediano;340.25;0.12;Adolescentes;Blanco;Vidrio;4.925.475.817.925.060;Pequeño;MarcaD;China;101;326029.1;Físico;15;Sur;Media;1;1480;25019;1;Sí;Alta;ago-22;Residencial;;;;;;432.0;292.0;510.0;511.0;402.0;459;466;466;434;
P66;C1;13;Familia_10;Subfamilia_0;Mediano;417.53;0.12;Adultos;Verde;Madera;432.979.876.069.808;Mediano;MarcaD;China;635;353899.08;Online;15;Norte;Media;10;6450;12016;6;Sí;Alta;ago-19;Comercial;;;;;;3087.0;5187.0;6666.0;5566.0;3838.0;5620;5501;5137;3670;
P67;C26;5;Familia_21;Subfamilia_5;Grande;24.69;0.25;Adolescentes;Rojo;Plástico;9.701.073.315.900.780;Mediano;MarcaA;España;264;501471.08;Online;15;Este;Alta;2;6645;47861;6;Sí;Alta;sep-22;Comercial;;;;;;1890.0;2529.0;4078.0;2295.0;2461.0;2720;3077;2713;5046;
P68;C16;11;Familia_20;Subfamilia_7;Mediano;365.26;0.29;Adultos;Azul;Madera;7.704.231.705.525.990;Pequeño;MarcaD;España;790;939772.97;Mixto;15;Este;Alta;7;3850;34157;18;Sí;Alta;oct-22;Industrial;;;;;;535494.0;522714.0;605109.0;368711.0;449172.0;553097;520709;376368;247587;
P69;C26;0;Familia_10;Subfamilia_4;Pequeño;576.91;0.2;Adolescentes;Rojo;Metal;4.174.870.827.430.390;Pequeño;MarcaC;España;180;501471.08;Online;15;Este;Alta;2;9708;6391;5;Sí;Media;sep-19;Industrial;;;;;;20223.0;17628.0;18101.0;30017.0;28371.0;18503;18878;24077;15411;
P24;C0;12;Familia_11;Subfamilia_3;Mediano;853.34;0.29;Adolescentes;Negro;Vidrio;4.174.870.827.430.390;Grande;MarcaB;Alemania;239;878396.09;Mixto;15;Oeste;Alta;5;7113;33629;2;Sí;Baja;ago-21;Residencial;;;;;;270634.0;166119.0;180003.0;251623.0;304780.0;177119;200564;171143;273214;
P46;C1;10;Familia_19;Subfamilia_6;Pequeño;536.43;0.22;Adolescentes;Blanco;Vidrio;8.060.059.107.230.020;Grande;MarcaD;China;323;353899.08;Online;15;Norte;Media;10;1741;25289;13;No;Media;ago-18;Comercial;;;;;;92835.0;58741.0;74595.0;49665.0;63628.0;64470;47156;61189;58650;
P42;C2;10;Familia_7;Subfamilia_6;Mediano;657.19;0.12;Adolescentes;Blanco;Madera;890.044.730.279.321;Grande;MarcaA;Alemania;499;890575.28;Físico;15;Norte;Alta;9;5903;28792;19;No;Baja;ago-22;Comercial;;;;;;2350.0;2686.0;2212.0;1542.0;2179.0;2779;2074;3072;1887;
P7;C3;10;Familia_23;Subfamilia_3;Pequeño;720.13;0.21;Niños;Verde;Metal;1.298.974.816.720.200;Pequeño;MarcaC;China;214;326029.1;Físico;15;Sur;Media;1;4182;38747;18;No;Baja;sep-22;Industrial;;;;;;756.0;1285.0;646.0;1031.0;1007.0;780;992;868;629;
P5;C4;12;Familia_17;Subfamilia_5;Pequeño;783.49;0.08;Adolescentes;Verde;Madera;2.892.473.393.442.810;Pequeño;MarcaB;Alemania;321;542176.08;Online;15;Norte;Media;2;6986;19961;8;No;Alta;oct-18;Residencial;;;;;;215912.0;134629.0;172821.0;236525.0;220370.0;228855;146247;147127;310751;
P44;C5;10;Familia_3;Subfamilia_7;Pequeño;994.01;0.26;Niños;Rojo;Madera;2.892.473.393.442.810;Mediano;MarcaD;China;484;288048.96;Online;15;Norte;Media;9;4839;49026;10;Sí;Baja;oct-18;Comercial;;;;;;57955.0;34974.0;69392.0;36226.0;46665.0;60602;59391;48362;50197;
P19;C6;14;Familia_19;Subfamilia_5;Pequeño;14.56;0.22;Adolescentes;Blanco;Madera;862.454.173.298.195;Grande;MarcaA;España;610;474948.23;Físico;15;Oeste;Media;1;1482;16069;12;Sí;Alta;sep-19;Industrial;;;;;;2841.0;3068.0;3026.0;2087.0;3511.0;2881;2264;2455;2518;
P26;C7;12;Familia_3;Subfamilia_0;Grande;16.29;0.1;Adultos;Blanco;Vidrio;0.6412789856525488;Pequeño;MarcaB;China;902;693729.98;Mixto;15;Este;Alta;7;5827;35170;6;Sí;Alta;ago-20;Industrial;;;;;;1867.0;1532.0;2206.0;1688.0;1794.0;1856;1969;1886;1469;
P41;C8;11;Familia_22;Subfamilia_4;Pequeño;130.01;0.07;Niños;Negro;Vidrio;862.454.173.298.195;Mediano;MarcaC;China;674;617307.73;Físico;15;Este;Media;4;3695;13344;18;No;Baja;ago-18;Industrial;;;;;;698.0;717.0;720.0;701.0;706.0;699;722;701;718;
P50;C9;13;Familia_4;Subfamilia_5;Mediano;726.08;0.21;Niños;Rojo;Metal;2.892.473.393.442.810;Grande;MarcaA;USA;972;294386.96;Mixto;15;Este;Baja;9;5213;46260;17;Sí;Baja;oct-18;Industrial;;;;;;158877.0;237097.0;147087.0;186611.0;129455.0;146430;183016;167528;159439;
P30;C10;12;Familia_16;Subfamilia_8;Mediano;446.72;0.12;Niños;Verde;Plástico;862.454.173.298.195;Pequeño;MarcaD;USA;113;797152.75;Físico;15;Este;Baja;3;7167;13644;17;Sí;Baja;sep-19;Comercial;;;;;;26611.0;24621.0;30869.0;26070.0;14477.0;24285;18981;27210;29111;
P43;C11;14;Familia_18;Subfamilia_0;Grande;879.53;0.13;Adolescentes;Rojo;Madera;9.701.073.315.900.780;Mediano;MarcaD;España;595;385158.14;Mixto;15;Oeste;Alta;8;2601;43810;18;No;Media;oct-20;Industrial;;;;;;50261.0;64023.0;51978.0;87730.0;68113.0;79275;55557;45087;42652;
P2;C12;11;Familia_17;Subfamilia_1;Grande;791.98;0.07;Niños;Negro;Plástico;63.052.775.919.915.400;Mediano;MarcaD;España;814;930519.32;Online;15;Oeste;Baja;8;7689;41869;14;Sí;Media;oct-18;Residencial;;;;;;454056.0;210881.0;408831.0;427396.0;287562.0;446864;209704;398453;516860;
P3;C13;10;Familia_14;Subfamilia_2;Grande;895.26;0.16;Adolescentes;Negro;Vidrio;2.892.473.393.442.810;Pequeño;MarcaB;USA;585;390492.15;Mixto;15;Norte;Alta;8;6817;47883;5;Sí;Alta;ago-19;Residencial;;;;;;13301.0;10872.0;11688.0;11349.0;8186.0;10197;9114;17546;12870;
P42;C14;13;Familia_7;Subfamilia_6;Mediano;657.19;0.12;Adolescentes;Blanco;Madera;890.044.730.279.321;Grande;MarcaA;Alemania;499;609496.46;Mixto;15;Este;Baja;2;6423;41218;3;Sí;Alta;oct-18;Residencial;;;;;;1536.0;2323.0;1349.0;1381.0;1963.0;1780;1535;1857;1604;
P28;C15;10;Familia_1;Subfamilia_7;Mediano;835.04;0.28;Adolescentes;Negro;Metal;7.354.114.476.561.300;Grande;MarcaB;China;509;477368.76;Mixto;15;Oeste;Alta;5;7957;5213;17;No;Media;ago-19;Comercial;;;;;;1144.0;1195.0;866.0;1434.0;1252.0;1140;1012;988;1345;
